#OTU ID	FOB07-T12	FOB21-T0	FOB21-T6	FOB23-T0	FOB23-T12	FOB23-T6	FOB24-T0	FOB25-T0	FOB26-T0	FOB26-T6	FOB27-T0	FOB27-T6	FOB28-T6	FOB29-T0	FOB29-T6	FOB30-T0	FOB30-T6	FOB31-T0	FOB31-T6	FOB32-T0	FOB32-T6	FOB33-T0	FOB33-T6	FOB34-T0	FOB35-T0	FOB01-T6	FOB02-T12	FOB02-T6	FOB03-T12	FOB03-T6	FOB04-T12	FOB04-T6	FOB05-T0	FOB05-T12	FOB05-T6	FOB06-T0	FOB06-T6	FOB08-T6	FOB09-T12	FOB09-T6	FOB10-T0	FOB10-T12	FOB10-T6	FOB11-T0	FOB11-T12	FOB11-T6	FOB12-T0	FOB12-T12	FOB12-T6	FOB13-T0	FOB13-T12	FOB13-T6	FOB14-T0	FOB14-T12	FOB14-T6	FOB15-T0	FOB15-T12	FOB15-T6	FOB16-T0	FOB16-T12	FOB17-T0	FOB17-T12	FOB17-T6	FOB18-T0	FOB18-T12	FOB18-T6	FOB20-T0	FOB22-T0	FOB22-T12	FOB22-T6	FOB36-T0	FOB25-T12	FOB26-T12	FOB27-T12	FOB28-T12	FOB29-T12	FOB30-T12	FOB31-T12	FOB32-T12	FOB34-T6	FOB35-T6	FOB36-T6
EC:1.1.1.1	28011.564460378067	32485.762486606003	28836.903789081196	13638.656525906785	17646.986108700887	20662.273652982614	26169.984534456322	22665.780524235623	12613.00170029023	30309.999754855406	11025.111888107373	25163.50947013125	29605.940207107844	16015.466623208156	14943.959625755419	17101.384974219814	25475.819140442498	13478.586742612351	21140.647065823287	17882.647891889876	96247.1708566343	18010.628050707186	18973.39835137544	14609.024563137787	18562.55688185223	124334.90561214669	25398.612966694323	19291.941003010645	29429.051944129147	28515.76133797522	30649.120733504344	33343.380161979614	28513.27200267754	20678.609776509616	67545.99497938414	26199.81454719892	25133.58333191288	54814.85188407502	45127.018890972264	24395.395125670573	32912.11303262347	23340.57090928275	21172.92247451299	35751.375545126815	15267.894995124407	20107.738515826637	24363.940405788315	31542.600701396954	18099.98519315827	16494.547719111626	46666.64150819252	27097.565466453205	25139.348706944762	52125.000304793626	15194.926169174618	46827.245879404654	40331.40136114098	68951.11019306695	17170.22463932457	39188.520115536165	29782.10583031203	61833.33887833196	14613.343120569978	24603.35996307001	16155.538057664578	77159.48360635537	11874.972805193902	13478.967182030126	9086.942034499667	31529.00947937348	16606.96968783515	24441.69059540782	35327.20546036862	5970.303561431122	65540.24116319283	10968.381391370967	14659.968662285028	11570.348362680112	18361.845334962793	22175.107010731586	10730.102361168487	10659.834381314105
EC:1.1.1.10	1.8881614923926535	2.1809409774322055	0.0026228648746944405	12.247416379189252	2.748888764587919	2.842608467012812	19.674187786391084	3.8041015253647217	0.9933762806695129	0.0	3.3099417148715453	3.3518285690798404	2.8909907794128365e-30	6.827559594537208	7.305376930922237	41.830409681858086	7.976689201437276	5.006380233015079	3.3523746339383806	2.9786619573865583	2.0060699830186778e-30	1.3731558083476578	0.9795382398089507	4.241309971346656	2.4875517025726155	0.0	5.116039379176032	1.8005016366170181	3.4925391759485143	0.04492666248266362	13.2488231822735	8.11334364864453	6.049353190651967	2.319916156808532	22.037712155760232	2.049170827697085	0.7503157878257105	1.5623466759817237	1.2816850022976516	3.6423926073873916	0.04298959457402943	0.02877904269706441	2.420341331625224	17.51715028207758	0.0	9.173727345272356	1.9274511467149462	5.433657615271369	0.8092066405307617	2.9489020177741287	1.3055761776541202	3.4847659995402527	7.61607812735454	3.643844824784796	3.2700813995128293	18.804053044743164	0.0012816822476241696	6.128303654554627	5.506912278902595	4.339252434666505	3.455920309280453	1.841882076484694	14.109259044437744	3.1444979693074226	14.294769139736598	0.6666080856430829	5.047375529181274	4.211855098297778	3.5426465325397145	11.151003502099881	2.462079214513128	3.33279710468701	0.0	0.5807237757285066	0.08420222622964968	3.745194211798252	2.236947246116894	1.6135608877501493	7.1661116206211615	0.3821084366445386	2.11900586605215	4.283465238377786
EC:1.1.1.100	42843.78496294205	40854.32603843895	37641.137166723114	38052.02354580727	35890.83068537378	50919.11285103973	47077.96580727431	25576.601685850324	23908.946520438192	22247.325385683656	17709.39159540056	41704.886274263255	21574.87946463829	24197.091589470383	28507.14059977298	37577.45290748298	45662.87098034711	31644.809907011226	44274.79849725951	49317.208662090554	60064.14782853424	42867.646664993525	38437.40179526699	29038.09728287051	38336.52960803553	38842.274320112476	46046.61769811337	33081.26852122534	61496.74808505598	55806.12013201405	72862.3928120078	73523.11454250554	45522.9780615471	39638.68789977251	72152.19769476802	35692.27502291912	59395.57939648161	35406.97952053805	62600.15689275209	50483.64701310393	21001.318139944702	53203.311707777604	35602.10400542361	82205.643720169	28517.380864088234	36255.06498314112	50069.83865653022	68999.64885646134	38321.653908623484	40306.19488724332	64325.36202087204	53383.87037554415	41719.863550204114	65737.51661846624	30468.40634887986	43626.73701712077	41181.3073591508	79006.00686452983	32724.662131383473	73255.73876917803	36485.272834948824	67777.92567819101	28489.657974573838	29532.51665112403	37584.177150140844	81101.9528684661	27364.230628873738	31235.762016604305	23344.617996862118	40921.03147878734	35277.071978092725	43457.62628527602	33097.95922198921	14198.139410180898	26494.375067459587	20585.20177463625	31695.27849493455	25514.526462019698	43461.70556893592	41995.45822478134	24025.88050922256	26330.25623089958
EC:1.1.1.101	2.580659552676146e-32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.602019178453607e-31	0.0	0.0	0.0	0.0	0.0	5.14314544653063e-32	0.0	2.580659552676146e-32	1.2866950445737406e-31	1.5429436339591887e-31	0.0	0.0	0.0	7.108586850731549e-46	0.0	4.7903973979263173e-29	0.0	0.0	0.0	8.70361406006499e-48	0.0	0.0	5.418946355870789e-28	0.0	5.577609199623763e-28	8.995961116723186e-32	0.0	0.0	0.0	1.158348963857076e-19	8.995961116723186e-32	0.0	2.7094731779353946e-28	4.460866876285526e-28	2.5508103341824206e-28	0.0	3.860085133721221e-31	0.0	1.434068010844184e-28	0.0	0.0	0.0	0.0	4.630648267759732e-31	3.913065233191323e-30	0.0	0.0	0.0	7.723804999206775e-32	1.4157280222075477e-31	1.5927308545971574e-28	0.0	0.0	0.0	4.374399678374284e-31	0.0	3.860085133721221e-31	0.0	0.0	0.0	1.2478034146953817e-30	0.0	2.3890962818957365e-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.377025835456051e-29
EC:1.1.1.102	6.280591029250793	0.5400747213732093	0.3228724186508838	0.0	0.0	4.1551017273292356e-08	0.0	0.0	0.2498482035074026	0.03506074020561005	3.9844284497307003e-07	0.03782553876936892	4.769485802025936e-27	0.0	0.5387111557907168	1.989481420716015e-07	5.023630959067144	0.08756486986009124	0.10500366767800735	0.07300414465773174	3.309565139402226e-27	1.8022305723090556e-07	4.720371307208329e-42	6.183642065224199e-28	0.16852197811653177	0.0	0.31995923743711563	0.006375585783762403	131.11612697711254	6.7069153452023365	0.0	1.1157383105472432	0.01643206965276371	1.201920028262188	0.1891706937552154	0.0	0.15225085663752863	2.3951246275255986	54.95640879357053	42.321760219314896	0.0	0.5435091004878232	0.8765705399751086	50.02922980866999	0.0	0.2626946095802737	8.595773405160443e-10	50.84162050952417	171.3037709654744	0.0	0.0	0.0	0.3151345881405543	0.0267346428525859	0.0038847093452543356	0.0	0.4285421948037828	60.81985710663235	0.09634609876160721	0.31297525435499773	1.8812623764023417e-06	0.0038840676828400715	0.005823803259359018	0.2976958216853667	4.846354878431018e-06	1.6608225088555693	0.0	0.0	2.214509622888441e-07	0.8619413176621818	1.4577928666154027	0.4694628815324966	0.0	0.0	3.0636722948702566e-28	0.0	1.2672417213272236	7.5261426272691e-07	0.0	1.1729195408946616e-06	4.562070196778005	0.12697395942094486
EC:1.1.1.103	2634.3289716580784	6572.449370860068	6434.660967311931	728.6104098533975	2451.758843510548	1311.9990940814034	1530.9842228138273	4385.630921725416	1151.1133392731676	446.35674097046916	2109.8210164382117	3695.000409960016	6485.203460786589	883.4026651246585	1043.13927018373	1267.99485960532	2549.9638614469172	533.2033193468208	1965.6458700532248	1567.4081887178934	21638.750263150938	1771.271030520144	3347.826326884855	1399.3031003307856	2622.044426737401	30562.987346263086	3644.917913841889	4087.0418176633243	4300.848672578598	8893.422906536725	3007.6915876187422	3995.7668848556677	4342.401365957374	2876.2335662839614	17133.113445518527	3953.4113848919947	2157.9772052913295	11616.204859303882	6846.030025966781	3072.5594911869725	7100.54375825509	3100.243834644137	1723.9494791250563	2524.6807884097743	3090.805047884664	4612.02390177855	2420.2087907953337	4334.82138102937	2662.6679165087608	998.9668719188667	12306.50047453054	5166.405128351671	1920.0765881914083	4155.596025671871	4052.8381960907236	8265.809879498855	7434.780365393427	11762.492981134697	3237.993374474399	11155.362202087923	5439.556482714867	10832.013807991707	1736.3015499029773	188.23764488241525	620.3468243982894	18780.320028380567	589.5156524764672	1378.7561781219526	705.9442113237351	5096.5756279449015	4081.977824389859	2400.0836446756816	0.0	640.1283705976313	15811.337748380269	1418.1647475014477	1506.339802833579	1064.116136524254	2192.8992244737465	854.6999877439424	1701.9829438958816	1443.3192270813954
EC:1.1.1.105	1.865048248483851	1.054821638243086e-32	0.0	0.0	0.0	0.0	0.0	0.0	1.655220076968531	0.0	0.0	0.0	1.8807047308335484e-31	0.0	0.0947150982006376	0.0	2.384506470667144	0.02511250922758314	0.030113729285618767	0.0	1.305028481693279e-31	0.0	5.784814455536799e-43	0.7945505419736876	0.0008093504417702816	0.0	6.810151921039884e-33	3.558322281350913e-32	0.012442064588888888	0.0	0.0	0.008258007470501476	0.0	0.3387874128402241	0.017557474671827195	0.0	1.1110737999961611e-92	4.020209556752671e-32	1.3985729918741487e-92	0.017557474671827195	0.0	0.0	0.0	0.0	0.0	0.07533752768274941	0.0	0.0	7.678634741734813e-07	0.0	0.0	0.0	2.469846438465965	0.0008093504417702816	6.853834283519739e-32	0.0	0.0	0.015074599465710218	0.027630854079501787	0.0	0.0	2.4273777923483012e-92	5.270527669700688e-33	0.08537543744462234	4.833704044902125e-33	0.07533752768274941	0.0	0.0	0.0	0.2435345880742738	0.0	0.0	0.0	0.0	1.2080679590740572e-32	2.3794697809633067	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	2.563437220373354	0.8021433997611063	0.8018472900615721	0.0	1.3203513637275055	0.435687142300081	2.1370558630989462	1.8737422125880445	2.393898657403369	0.0	24.291279627488088	53.95232569662628	0.08218745435882314	6.019021847283406	37.0085846953502	2.2796050507924113	26.55277270298795	2.4701174246616056	5.651172192829626	6.551597785187326	0.09687706635699378	3.7750369402635644	2.1450235912928113	5.603101288557738	48.93762205294278	0.0	9.513784025715735	0.8086157516549106	17.50962451441769	1.3129267997280982	67.89973335707697	4.249693097418095	2.7313298887310236	10.352083302820464	6.916476367564885	1.3128556317515792	0.3079835923126006	9.6896682520272e-34	9.691396066965817	7.3905438409404205	0.34809617416118477	4.17058833047774	0.5894714811256394	2.127121905011264	0.6572071528266035	1.659862807263031	2.1081145521192597	2.7227898043296976	10.043753874632495	1.992095201558521	4.0030809439572455	4.5728086300149755	0.7926395871163122	1.0985432603025957	0.8011083184655394	0.8830032907803811	15.6895020309926	5.8083231633726955	0.6345471567599383	227.60740267776958	0.0	3.415741861755959	48.696521750824914	6.427655367487382	4.559502583628804	17.51968644952122	1.0064307133406063	15.025947372110231	0.39847803162219664	2.4724497884871703	12.647052581862662	10.019279415141206	0.0	16.63055035959609	2.6700685795078165	69.21247508333103	15.953026608071491	0.1408029565425389	0.0	2.2626364110953148	5.0471731535090285	0.4928322441089573
EC:1.1.1.108	126.13549499358082	63.8696298948029	79.95447051807253	7.486402102009339	330.08129921359983	87.14726712133995	80.72220654372349	164.24861101445032	6.060228139510361	1.8797174108828802	44.01069155761692	221.82608281677713	9.297048184343227	6.289271683871154	15.682573284090532	3.31406365960149	243.41144493358576	99.80568867700345	362.1516519091076	59.70259180283236	485.938057811519	715.9221539892217	458.9194232640255	86.90225417888097	152.14023480500413	15.0	222.90978656816043	38.571377407793285	824.3321724123102	501.6415184668782	652.866768043528	526.9784969315377	201.48580408147475	334.2730168928331	654.7058719682332	43.80332393913536	450.4343097226436	51.0809969556136	315.47811899254236	277.9274575517504	8.549765167071428	540.4851498945118	390.56645577902407	271.2545709923536	119.69445053475343	54.68816264203018	351.664770031405	153.4310588651347	524.3174862419062	321.9204204777269	337.0016504924054	874.3054924747717	5.265746985790682	45.44235690420726	9.307491492493877	0.9232510864226681	453.3009877064469	628.6244291121011	7.266924900144303	132.61208420562517	28.944569510110288	234.46149051397032	3.451081883275513e-30	11.935887122596307	44.47450238419826	404.8282505637194	1.0523044015834384	105.60462643212544	110.82091205782676	28.246224406445272	140.73999986008144	225.42770079140894	0.0	31.2546851162816	2.832196691508251	3.69178701133586	232.90214741909662	63.07759652097099	238.95411582532034	316.3609488666493	102.98796407522634	118.46222024220033
EC:1.1.1.11	2.7125572031473486	64.47576587212218	11.04555777049778	2.447573171964381e-05	0.7570494380829738	0.00035470709225752275	0.0004012135294272101	10.126478649418482	45.5820036966254	0.0010470570309326502	0.0026518602105942072	1.130706873119381	643.0306926440244	0.4514145636008322	5.754121814119628	0.25119380239431655	0.8421519708426856	8.920078152540723e-05	0.0005937802618346993	103.23557860132004	351.9469963885078	0.00015900311459493893	110.10874851645109	49.24188371445756	16.168402553305608	0.07743202084341837	23.36083421240036	353.36918529126683	12.208525619381849	8.152036703495291	0.00023729489326942914	23.489239666542726	0.007067552184468554	56.80059780415927	332.61094577697	1.0219796448283698	449.1198201475647	107.4283232818211	50.889267346742514	8.3439387093209	20.801482012225385	9.075169329645174	0.00361594320875423	23.431822749852657	7.5014360454290125	1.1259683065739434	0.002847564188256791	14.356228034852318	8.925504281075263	0.0003669576926291655	0.009320618422881507	3.9145889337245095e-05	0.0004310991418272275	23.73626073291753	583.9081496191429	5.019101105536637	2.772947692614742	37.14409925547962	0.0021016922714343564	6.146672821920868	0.008175709403117567	564.4464478800747	36.053786549047864	0.00030325745922550173	10.15	208.6702964938167	0.0004917049704260597	11.548050900491432	1.2606740753749153	711.6337083992145	0.04881684462875256	17.75242774411407	0.0	3.6292311800193433	39.072105097647864	2.0912281992237793	1.8025558877663486	2.902369837357524	0.6772021910213643	11.21896677039856	4.442570825165696	20.73403342383746
