#OTU ID	S0203-T6	S0204-T6	S0407-T6	S0408-T6	S0713-T6	S0714-T6	S1019-T0	S1020-T0	S1121-T0	S1121-T6	S1122-T0	S1122-T6	S1223-T0	S1223-T6	S1224-T0	S1224-T6	S1325-T0	S1326-T0	S1427-T0	S1427-T6	S1428-T0	S1428-T6	S1529-T0	S1529-T6	S1530-T0	S1530-T6	S1631-T0	S1631-T6	S1632-T0	S1632-T6	S1-T0	S10-T0	S11-T0	S12-T0	S13-T0	S14-T0	S15-T0	S16-T0	S17-T0	S19-T0	S2-T0	S20-T0	S21-T0	S22-T0	S23-T0	S24-T0	S25-T0	S26-T0	S3-T0	S4-T0	S5-T0	S6-T0	S7-T0	S8-T0	S9-T0	S0509-T0	S0510-T0	S0611-T0	S0612-T0	S0713-T0	S0714-T0	S0815-T0	S0816-T0	S0917-T0	S0918-T0
PWY-5913	10352.7909	5536.3484	9254.3268	8442.9119	7702.1724	17044.686	7980.0116	6740.4577	9425.3584	9901.5255	9000.3034	11911.0792	5875.7835	8792.8067	7952.8456	2587.2387	10626.3388	8516.4959	7384.5629	9816.8101	5861.8613	11287.3996	12421.9418	9288.0764	13500.4416	8198.8127	9492.358	9263.3963	10635.7172	6485.9864	9544.7464	19754.0264	31691.1979	12453.8565	15949.267	19743.8454	10713.8871	15504.0699	15477.0293	9703.0523	7792.0143	17647.348	7156.1907	7228.9596	9165.4844	9238.4772	11576.4198	4462.4601	11235.3069	10642.2517	13729.4594	12736.0476	8732.1845	5422.7432	12861.4149	9160.9768	6872.7067	7078.5457	8490.9751	10423.4911	8028.4588	9397.8875	10893.0176	14415.6932	10073.4109
PWY-5918	5933.7002	3096.204	4653.0403	3958.27	4709.8088	10900.6428	5327.0106	3974.9936	4602.3483	5548.3608	4991.1862	6417.6815	2610.7624	5076.9117	5853.0955	1225.4714	5663.8836	4552.2124	5209.8717	7818.0532	4014.9518	6133.3624	7226.6696	6175.8925	7869.9598	5008.6432	5646.0169	4999.1907	5316.9484	3757.4562	5668.4151	14691.3652	20527.327	7427.0056	9478.132	11515.3402	7531.7685	10576.5597	9436.7424	6091.3201	4489.9359	12076.4974	7222.8179	3744.1995	4051.6588	5579.1982	8109.8524	2464.3168	6522.4844	7756.3936	14709.9026	7516.1623	5486.4888	3868.4141	5533.0716	6589.5519	5769.9097	3854.833	4729.7893	6061.9921	4834.4856	5404.2666	6957.9406	11005.2015	6839.1312
PWY-5920	3440.39	1157.1994	2067.8435	2042.7421	1828.5388	2299.6085	1706.7191	1589.5952	3343.6545	4379.2086	3291.5841	4310.0477	307.6368	440.0546	279.9304	160.1116	1764.9778	1280.0506	2246.0387	5044.6636	1515.4672	4625.1695	2962.7107	3975.6024	5556.0258	1716.4608	4344.8174	3790.9867	2619.9762	1992.1576	2550.7759	5861.4826	14079.5485	1022.5394	460.1621	6907.3	3856.8061	7938.5275	1648.1009	419.2499	2652.5981	9925.5873	3620.4079	648.9256	1711.3193	968.9903	6079.3485	1854.1293	2657.2995	2858.6616	4410.4835	1247.6837	3131.7352	800.902	1353.7841	4210.5504	2478.4786	2377.8143	825.6237	2212.7463	1066.5119	3070.9637	3388.7123	8039.4381	4784.876
PWY-5940	0.0012	0.0004	0.0016	0.0012	0.0017	0.0041	0.0026	0.0024	0.0028	0.0013	0.0191	0.137	0.0016	0.0045	0.0037	0.0003	0.0004	0.0009	0.0013	0.002	0.0301	0.0224	0.0001	0.0005	0.0008	0.0006	0.0074	0.0313	0.0021	0.0013	0.002	0.0024	0.0066	0.0001	0.0001	0.0019	0.003	0.0045	0.0046	0.0004	0.0001	0.0022	0.001	0.0004	0.0006	0.0006	0.0	0.0002	0.0025	0.0037	0.0185	0.001	0.0004	0.0018	0.0003	0.0013	0.0013	0.0006	0.0017	0.0007	0.0012	0.0026	0.0021	0.0023	0.0015
PWY-5941	31.597	11.8848	31.7309	67.5532	60.9866	79.0936	56.7399	45.5094	62.1551	44.2244	18.4221	64.8488	30.4358	97.2255	71.3393	5.022	31.4089	62.5277	35.1448	89.0075	25.4824	49.7266	3.5875	12.9749	23.9616	13.8687	41.0205	41.0324	44.1866	29.8109	37.8136	53.794	231.9885	39.5899	2.0286	40.7547	73.0086	90.4188	87.2427	6.9563	7.8853	43.4849	20.8888	7.0513	15.5726	15.8992	0.0	9.2226	50.3629	101.6452	357.9814	20.5929	9.3814	34.1052	12.1243	29.8716	23.8376	14.4386	32.2657	14.3395	29.4387	49.5816	41.1419	44.5044	35.9879
PWY-5971	15296.9862	10023.6714	11991.8734	12327.7252	14191.6999	29696.2016	11672.8843	9066.0152	12368.7202	14998.9456	13060.377	17871.2609	7044.339	12900.6992	13409.4932	2226.4527	16718.5737	12945.7682	12634.3261	19462.2603	8651.8103	16754.9139	20616.1142	14889.5974	20343.2708	12438.7842	14854.9203	13231.2837	13967.8384	8826.6867	15561.5879	36035.9233	52138.4832	25297.8993	19322.3379	33086.5737	19726.7289	26255.3786	24138.3471	11402.6885	10634.7012	23698.6363	16290.4653	12195.467	14297.5306	13807.6174	17871.4351	6934.1774	15297.3978	20653.7424	26614.8146	21069.9345	17526.6252	8689.5406	15369.212	13591.7133	14295.0061	10214.9249	12826.9453	16799.4977	13950.2568	12932.2521	15853.7254	24553.8804	16134.1014
PWY-5973	18168.7116	12051.7033	14845.2586	14291.9417	16292.3581	36351.8058	14151.9344	11436.8745	14943.9203	16306.1991	15083.1669	20091.9533	10230.3587	16848.3218	17031.1027	5355.1546	19379.8419	15293.7403	15886.9552	22194.0699	10922.5087	19642.8954	20101.5226	16023.813	22147.5584	14696.2748	16531.4649	15489.8365	18307.0501	11023.7339	18500.4491	39720.2468	59813.7154	28377.426	28435.427	35867.6008	22869.7399	28944.2054	32361.8058	17656.1323	13730.6651	24939.9824	19126.7022	16156.3607	16433.3747	17573.0895	21140.1584	8032.4579	19413.6703	24664.2092	33028.3527	24522.0577	17502.2778	12905.1828	22243.1363	16410.8839	17196.9087	12185.7462	16001.9648	19343.9711	16683.2873	16536.9754	19067.8016	28517.588	18900.2902
PWY-5989	13459.4848	9223.4728	10598.9439	11259.085	13396.6921	27134.7657	10569.2115	8081.3019	10945.0105	14121.4221	11718.2709	16546.3853	5880.4968	11235.2715	12006.0655	1565.4272	15099.4209	11492.7497	11385.2057	20331.6133	7706.9841	15199.9302	19359.991	14048.3206	19524.9863	11110.7643	13931.6099	11852.2159	12035.1661	7835.0599	14056.7641	34070.18	50334.9825	23788.4053	15624.1011	31661.1289	18870.6392	26468.0154	20927.4553	9199.1386	9305.4498	24503.7165	16860.4813	10460.2744	12249.2319	12287.022	16538.179	6119.8333	13512.1259	19034.4387	25770.7446	19215.6864	17432.8567	7157.3505	12220.2313	12718.4676	13825.991	9293.0807	11695.2411	15449.4425	12752.7009	11239.5897	13899.0972	24009.3298	14847.8169
PWY-6071	11.1987	4.0154	13.9871	14.5314	18.4164	35.1443	22.1733	19.9869	24.2956	11.5541	6.9157	26.4413	13.2761	37.6184	36.2593	2.2565	4.0023	8.3602	12.0215	17.2994	10.6152	18.7168	0.5235	4.3707	7.3239	4.977	10.2871	21.3903	22.237	11.1416	17.0057	20.9218	57.6404	1.3034	45.6592	31.0755	25.6807	38.7314	38.578	3.1665	0.8566	209.2873	8.8466	252.6523	5.4573	5.0299	0.0	1.4191	349.8493	32.0205	149.7234	248.9602	3.2372	14.8893	2.36	11.2378	10.1076	5.0311	14.1918	6.2274	10.4425	22.0405	17.832	19.5129	13.6849
PWY-6107	15.7027	5.756	0.6026	2.9278	12.4914	24.7045	2.0007	0.7461	2.3673	38.8922	72.8954	53.9876	0.5105	1.0595	0.8597	0.0506	0.9052	3.031	0.887	6.4523	1.4865	24.1206	0.4324	0.7729	15.0542	0.716	3.0832	9.0492	8.4836	1.3395	0.3814	2.1751	15.797	0.6162	0.0288	1.3643	1.341	29.3989	21.3493	0.0701	18.6685	0.4786	0.6031	0.1001	10.7129	0.5316	0.0	1.0853	1.1721	45.7515	70.6455	0.4996	0.513	0.4802	1.2723	1.3346	0.2403	0.7353	0.5975	0.3379	0.4451	0.7997	0.9606	0.9433	1.5703
PWY-6113	552.7642	0.495	501.6568	1665.4679	1.8719	913.2135	2.8162	2.6398	3.0892	1.4055	0.8536	83.0592	1.7636	684.794	654.3989	0.2959	527.67	853.9744	1270.8949	1212.0936	1.3371	2.3328	0.0626	0.6816	0.8934	0.6146	1160.8713	1147.1137	2.2987	1.3997	2.2304	1993.7882	3805.0027	1686.2098	0.1195	881.871	3.3455	32.7463	39.7426	0.4098	0.1024	2.4296	195.6019	0.4154	0.6772	0.6373	0.0	0.1708	2.7879	2027.8388	32.7565	219.1549	0.404	255.4203	0.2845	705.9985	127.7172	0.643	795.8618	0.7909	1509.5353	2.8789	2.276	2152.9251	1.707
PWY-6121	15903.3073	10580.7755	13666.1363	12479.2645	13691.8171	32643.925	13242.4647	10969.5781	13138.8931	14218.1212	13425.325	17312.1206	10051.5833	15850.6624	16092.0067	5256.1061	16968.9054	13550.4158	14044.2742	18896.2322	9939.4386	16818.5386	18465.3816	14029.1894	19936.7116	13307.8574	14230.1433	13833.8637	16412.5006	10408.2441	16221.6942	34647.7582	51671.7124	25875.7577	24475.4235	31349.5818	20065.2586	25640.777	29800.9444	15598.8939	12631.0985	25262.4218	17862.6823	14705.8423	14054.0528	16077.4453	17128.2555	6726.266	17516.1399	21286.1327	30361.0827	22824.6931	14874.9407	11432.9243	19429.4625	14400.0411	15568.545	10542.9515	15328.2612	16727.5659	14836.1866	14010.7612	16339.2617	23524.6607	15901.9503
PWY-6122	15791.6641	10550.8889	13638.8433	12402.5615	13645.4355	32456.0877	13235.8978	10909.8593	13085.2755	14116.1301	13328.2735	17259.4151	10076.5875	15888.9285	16171.1909	5314.646	16850.5695	13473.7284	13959.1886	18836.0254	9871.0641	16719.703	17964.0073	13876.9908	19768.1189	13249.2381	14167.2605	13809.0427	16279.8468	10367.459	16192.3845	34525.5148	51838.4674	25793.7197	24533.8534	31237.5482	19967.428	25507.5577	30075.7049	15785.4403	12733.9631	25354.7488	17744.7538	14885.9669	13986.5098	16180.3899	17087.5933	6736.4779	17453.4479	21284.332	30455.3435	22937.6682	14749.418	11573.9739	19235.0361	14266.0694	15500.2082	10425.6958	15182.012	16452.3621	14671.0821	13943.601	16230.1218	23355.3968	15818.2585
PWY-6123	15737.7661	11102.6137	13752.4679	12675.0481	13680.924	32844.3723	13424.5751	11175.3317	13181.8131	13862.5898	13188.2585	17304.2526	10217.1838	16138.3096	16417.6994	5174.2368	17632.9402	13933.6835	14036.2236	18882.6227	10041.3412	16702.3157	17949.7463	13864.5617	19628.3784	13485.3665	14042.2559	13647.928	16526.2511	10305.1394	16383.3798	34764.1247	52058.0423	26830.9139	24659.2047	31677.4578	21197.4116	26553.7916	29751.556	16152.4551	12270.172	25572.1554	18745.7187	14237.3183	14108.6008	16362.6061	17612.1237	6534.9388	18211.3721	21188.192	31585.2023	23313.8293	14720.2032	11194.6194	19552.365	14509.2537	16773.5657	10931.5235	16174.7515	17114.069	15388.8728	14336.1967	16425.2643	24182.8256	16025.8183
PWY-6125	12753.2229	7341.2367	10387.9361	9077.1291	10078.8748	22910.5544	10066.561	8165.777	11013.8394	12611.8934	11240.4578	14436.3206	6931.9239	10842.6173	11636.7795	4145.0901	12207.3879	9936.605	10312.2296	14603.192	7241.626	13584.2115	16199.54	12522.5042	17190.8902	10840.1227	11996.7272	11106.7841	12792.236	8074.9056	11991.7665	27310.44	40354.9906	17501.7121	18563.7451	23524.5984	13925.5374	20131.0304	20006.0746	12017.1118	9873.519	21408.228	11759.658	10220.1365	10893.9405	10822.4849	14420.9819	5744.5191	12563.0368	15101.5605	22228.8848	17959.6738	11055.3871	9537.4744	14097.7767	11591.4401	10682.1532	8360.6307	10044.9902	12624.3405	10263.5122	11180.3657	14201.5027	19284.047	13118.2399
PWY-6126	18738.5029	12143.4467	16313.9679	15077.3331	15563.1805	37353.3889	15354.0195	12598.1489	15752.3127	16706.2494	15791.7334	20292.1026	11876.1968	18486.984	18535.6303	6457.6251	20324.5191	16070.8525	15979.8617	21246.1282	11456.9055	19713.8368	21678.0672	16478.7654	23293.6443	16089.6655	16876.0449	16307.7826	19638.5938	12194.0184	18785.2818	39757.0633	60760.1004	30113.478	29311.4437	36697.0888	23499.546	29316.5378	33772.7906	19857.9983	14832.016	29763.7191	20339.8306	16619.8371	16783.7135	18651.4747	20651.7318	7921.2846	21047.5291	23870.2667	35183.9124	26669.5036	16686.5365	13082.4515	23697.7687	16579.4051	18238.561	12572.6319	17908.0972	19615.1992	17295.1233	16585.5336	19301.0974	27038.5801	18545.1113
PWY-6141	3.6306	0.0252	0.092	0.0666	0.0952	7.1724	0.1432	0.1364	0.1591	0.0715	0.0434	0.9461	0.0897	0.7379	0.2072	0.015	0.0249	1.4206	0.0703	0.8293	0.068	0.1186	0.0032	0.0272	0.0454	0.0313	3.0955	5.0503	0.1169	0.0712	0.1134	0.1331	8.3392	8.9284	0.0061	0.1065	0.1702	0.2549	0.259	0.0208	0.0052	0.1235	0.0564	0.0211	0.0344	0.0324	0.0	0.0087	0.1418	0.2078	1.0951	0.0576	0.0205	0.1024	0.0145	4.4935	0.0715	0.0327	5.3155	0.0402	9.4452	0.1464	0.1157	13.5566	0.0868
PWY-6142	18.3259	6.897	23.9658	44.0201	25.225	60.3431	39.0449	34.1495	38.888	18.1613	11.8815	44.8938	23.6822	65.3116	54.1495	2.4889	6.9272	14.6544	19.2807	28.3016	18.1511	27.2349	0.8934	7.5638	12.6096	8.6909	16.8967	27.7833	27.761	17.5072	25.0399	36.2782	99.0236	2.271	1.7025	29.3963	34.515	61.5109	68.7636	5.8429	1.2719	30.8691	15.6828	5.6639	7.217	9.0095	0.0	0.4338	38.1167	53.4417	273.0207	15.7086	5.7222	27.6217	4.0514	13.5128	12.8113	4.428	24.8107	9.5609	13.598	24.321	20.2853	29.5557	21.2682
PWY-6143	170.3613	168.1684	187.7806	211.9391	683.9848	2107.6492	63.4193	74.0311	120.3175	149.3569	215.8645	429.9153	30.8794	253.3458	284.2272	0.1747	274.5336	174.1792	355.2624	497.5816	154.3878	204.6338	100.2233	87.0027	141.0463	134.2339	185.0976	159.1945	136.75	134.8289	283.6547	725.946	964.811	809.9111	217.626	143.1782	377.4613	332.26	714.444	314.4132	95.249	242.3876	395.3006	156.9217	214.4	108.0652	132.891	34.4446	204.2451	767.4314	1035.027	337.381	170.1778	6.8983	151.0032	75.8079	415.7489	95.8213	95.9765	466.6598	523.6608	84.0383	173.8025	392.0213	205.1345
PWY-6145	3.9609	0.0	0.0001	0.0001	0.0001	6.4978	0.0001	0.0001	0.0002	0.0001	0.0	0.5555	0.0001	0.3166	0.0002	0.0	0.0	1.1108	0.0001	0.4768	0.0001	0.0001	0.0	0.0	0.0	0.0	2.8496	5.2841	0.0001	0.0001	0.0001	0.0001	6.3432	11.9108	0.0	0.0001	0.0002	0.0003	0.0003	0.0	0.0	0.0001	0.0001	0.0	0.0	0.0	0.0	0.0	0.0001	0.0002	0.0362	0.0001	0.0	0.0001	0.0	5.1438	0.0001	0.0	5.8382	0.0	11.6666	0.0001	0.0001	16.3709	0.0001
PWY-6146	13.8123	0.1357	0.4952	0.3602	0.5126	30.9495	0.7716	0.7327	0.8562	0.3847	0.2336	4.909	0.4823	3.8922	1.1138	0.0807	0.1341	6.4095	0.3788	4.2438	0.3662	0.6373	0.0172	0.1466	0.2448	0.1684	12.0518	19.9063	0.6292	0.3832	0.6101	0.7173	38.5298	5.3747	0.0327	0.5736	0.9134	1.3716	1.3939	0.1121	0.028	0.6637	0.3041	0.1136	0.1852	0.1747	0.0	0.0453	0.7639	1.1185	5.8901	0.3102	0.1107	0.5509	0.078	14.4612	0.3828	0.1745	19.0462	0.2164	20.8917	0.7834	0.6199	36.8989	0.467
PWY-6147	15143.0158	9952.6738	12238.8771	10842.4107	12326.9159	28540.4152	12086.4028	10348.8544	12172.6145	12812.6223	12446.8755	15938.534	9293.6453	14037.1805	14812.3625	5074.2035	15980.0048	13223.5495	12624.0798	16434.5575	8977.7646	15489.2203	17618.8827	13080.9087	18146.1406	12637.2256	12943.4721	12588.9405	15377.7635	9510.1215	14761.4094	32451.7409	45834.0781	22658.4395	25454.9737	28280.5554	19490.7387	24135.4366	26706.7279	14994.8773	11659.7091	23603.4547	16521.3375	12592.3318	13522.286	15706.0219	17627.7684	6383.6891	17349.8681	18385.7073	27773.3109	21021.3937	12792.0133	10341.5832	19018.5149	14303.3876	16104.7811	10564.3146	15010.9824	16452.3725	14424.1529	14116.6078	16930.3511	23193.8363	15489.8847
PWY-6148	5.2349	0.1626	0.5939	0.4224	0.6148	9.3922	0.9238	0.866	1.0135	0.4611	0.2802	1.7707	0.5782	2.0319	1.3352	0.0971	0.1607	1.6949	0.4542	1.3971	0.4388	0.7655	0.0206	0.1765	0.2933	0.2018	3.8784	7.106	0.7548	0.4596	0.7323	0.8598	10.1327	14.5416	0.0392	2.8958	1.0983	1.6455	1.6718	0.1342	0.0336	0.7973	0.3644	0.1365	0.2224	0.2093	0.0	0.056	0.9154	1.3418	6.7258	0.3719	0.1327	0.6612	0.0935	6.6494	0.4613	0.211	7.6258	0.2597	14.3957	0.9441	0.7462	20.3451	0.5603
PWY-6151	13160.793	8684.6546	11108.9412	9820.2511	10013.3237	23832.9292	10098.871	8494.756	11133.4551	12558.9559	11945.8891	14282.8743	8234.0893	12198.8486	11585.1585	4769.201	13455.9251	10747.6689	10022.5145	13142.5897	7355.9859	12968.8343	17515.7433	12412.4582	17675.2498	11489.2472	12604.758	11822.4828	13773.5781	8709.1051	12248.8983	27552.134	40984.5728	20839.788	19972.6575	26040.7882	15969.0357	20528.1606	22726.6574	14277.9985	11344.6776	20756.8954	13542.4769	11957.4082	12270.8616	13295.1689	13724.81	5945.3883	14309.3402	15625.0596	21902.65	18686.2936	11736.6194	9074.0863	17084.8007	10417.0838	12173.347	8877.6245	12134.7385	13304.5495	11183.7857	10770.7628	13000.2722	16660.7046	11728.3765
PWY-6163	14792.5937	10385.754	12665.4537	11603.6878	12947.2167	29930.4252	12461.9001	10344.3554	12612.1908	13492.8737	12525.5542	16357.0997	9413.5361	14552.9082	15072.2741	4931.1173	16044.3568	12882.6949	13024.1695	17554.8646	9298.4972	15407.8445	17217.2152	13266.3247	18680.4482	12565.0979	13259.7766	12583.3674	15005.7012	9320.8349	14843.2998	33087.7015	48191.3142	24028.3341	23698.3974	29017.5616	18922.6783	24195.9165	26781.4236	15675.0521	11505.2422	23967.6446	17117.4685	13052.6487	12915.1143	15225.7692	17164.0193	6308.2079	16741.3132	19584.9978	29633.9528	20248.8633	13596.6484	9751.5994	18426.6121	13718.3891	15290.2808	10148.9001	14666.8682	16023.2975	14123.5459	13027.8388	15629.9823	22963.821	14849.7622
PWY-6165	11.6729	2.6522	10.6748	12.0377	18.5689	45.534	15.0798	14.1331	16.5409	8.319	4.9713	20.6173	9.4441	27.4811	21.807	1.5849	5.2906	8.0921	13.8863	17.1774	7.2553	13.0412	0.6211	2.8718	5.4299	3.7118	11.1246	18.5735	12.368	7.4963	12.3147	27.836	59.8018	2.4863	0.6858	15.9235	23.0001	28.7113	46.0093	2.1949	0.5496	13.0119	7.4389	2.516	3.6279	4.102	0.0	0.9157	16.7444	33.5608	110.833	7.7647	5.5716	13.1287	2.5542	13.0934	7.5273	3.4447	17.573	4.2363	15.593	15.6037	12.1886	27.1339	9.2194
PWY-6167	18.9627	0.1095	0.4001	0.2844	0.4139	32.4321	0.6228	0.5836	0.6831	0.3108	0.1887	4.0765	0.39	3.3528	0.9008	0.0654	0.1082	5.7128	0.3057	3.2334	0.2957	0.5159	0.0138	0.1191	0.1976	0.1359	13.8562	25.5911	0.5083	0.3095	0.4932	0.5788	33.2717	55.6381	0.0264	0.463	0.7397	1.1083	1.126	0.0906	0.0226	0.5373	0.2454	0.0918	0.1497	0.1409	0.0	0.0377	0.6165	0.9033	4.8331	0.2504	0.0893	0.4453	0.0629	24.0501	0.3108	0.1422	28.0369	0.1749	52.6091	0.6363	0.503	73.9764	0.3774
PWY-6174	39.3166	9.4984	26.0263	27.3402	41.906	95.7776	48.1768	23.2775	46.9168	23.2886	11.6685	53.3139	17.3815	45.5288	38.4836	4.7555	9.5226	21.2311	24.5632	60.5102	22.5294	26.5422	1.2516	10.5863	17.4554	10.2172	26.6538	56.0496	41.4159	25.6389	40.5846	50.1412	161.6109	23.5746	2.2707	34.6847	43.1021	80.6105	71.0769	3.625	0.9066	21.4503	20.3462	3.6745	12.9932	11.9159	0.0	3.3103	52.713	67.2013	290.3487	18.9625	114.5809	19.3437	5.3915	36.9633	12.4035	5.6854	24.3907	14.1507	45.0375	25.4114	20.9397	63.1245	27.0617
PWY-6182	134.8434	52.6631	32.0762	8.305	47.2119	113.2936	120.9028	15.496	119.8921	276.6358	93.8277	162.7263	16.6007	9.3444	2.6026	0.1873	60.488	39.8675	82.5879	82.3438	44.6967	146.5943	41.6172	72.3885	151.7447	61.8371	83.7258	106.2053	95.915	87.8542	1.4111	150.3632	270.9482	4.8634	38.588	82.9326	50.5162	133.3767	54.4268	0.2588	66.9561	88.1303	28.392	32.6034	51.1816	32.9716	0.0	65.5508	84.0753	179.5323	339.7188	147.9003	30.9135	9.1036	72.7782	83.5935	0.8875	39.9158	21.2422	18.1648	13.8525	18.628	49.561	42.3975	83.7948
PWY-6185	6.0439	2.2331	8.0319	7.6171	11.1348	20.0979	12.319	10.6446	13.4878	6.365	3.8673	14.7265	7.093	19.4646	18.7593	1.1507	2.2008	4.6175	6.518	9.67	5.9299	10.4322	0.2852	2.4269	4.0539	2.7773	5.7623	12.7502	13.2722	6.2644	8.6433	11.7052	32.8655	0.7033	35.3873	20.6337	14.0688	21.8125	20.348	1.5664	0.4654	103.3717	4.8729	40.294	3.0097	2.8021	0.0	0.7744	86.1168	18.1013	85.6206	159.4213	1.7988	7.726	1.2856	6.2335	5.3599	2.8466	8.0613	3.5461	5.5604	12.2017	10.1409	11.0503	7.5191
PWY-621	13667.406	7841.7952	10635.9527	9178.4518	9663.5793	21255.4442	12161.587	9346.2159	11382.1986	11373.9387	11388.9007	13735.1366	9236.4639	13084.4396	12979.6899	5828.1145	14515.6973	12293.1712	9631.256	9698.8605	7306.1222	11506.2135	17172.0551	12408.1986	17737.2389	12722.1134	11238.9017	11345.7465	13811.7375	8660.9725	11944.2515	27761.7688	35109.2402	18918.62	23462.682	26394.476	13842.8376	16740.8008	23573.097	17598.162	11587.3993	15732.1738	11731.8545	12417.9855	13199.5761	14344.282	11380.8344	5825.1221	16220.6528	14560.1978	23075.2515	23019.1785	10264.5351	10714.2614	21184.4272	8504.0545	9942.54	8243.3294	12624.3609	12243.1243	9874.4081	10929.4306	13573.2798	11674.1018	10281.6082
PWY-6210	139.2482	37.8626	51.7188	96.1116	105.7971	150.9363	114.2139	43.8833	127.7221	187.2351	135.8552	166.3499	23.3416	64.3293	39.8274	2.7812	72.69	62.7899	92.8519	157.842	100.3011	219.658	35.9571	68.7095	108.7909	50.0825	103.6947	118.79	92.1246	46.0807	57.2582	172.259	264.6378	48.6542	5.1226	127.5032	66.2829	127.098	68.1223	15.4894	73.5943	51.8928	57.1575	0.4098	53.2772	23.0194	0.0	46.5162	64.1844	150.8157	165.6424	25.4221	12.0885	12.9263	64.4497	94.1565	1.3618	17.9643	49.59	60.1476	58.8282	88.7469	80.6892	138.8345	133.3763
PWY-622	1.9588	0.7345	2.6844	1.9077	2.7764	6.7682	4.1762	3.9134	4.5812	2.0853	1.2666	4.9452	2.6152	7.4504	6.0381	0.4391	0.7261	1.5532	2.0511	3.2324	1.9832	3.4602	0.0929	0.7937	1.3257	0.912	1.9079	3.2487	3.4095	2.0764	3.3073	3.8839	10.8773	0.2365	0.1773	3.107	4.9601	7.4293	7.5421	0.608	0.152	3.6036	1.6461	0.6163	1.0048	0.9456	0.0	0.2534	4.1354	6.0553	30.1321	1.6795	0.5996	2.9836	0.4222	2.085	2.0844	0.9541	2.7345	1.1736	2.0008	4.2667	3.3764	3.7048	2.532
PWY-6263	788.8543	927.9934	717.2205	648.0201	1949.755	4985.7161	369.1038	460.1343	558.4911	616.9785	898.1622	1854.915	320.5543	1183.9423	1399.1855	41.9609	1674.817	851.8359	2068.1547	2119.4947	645.1703	742.3539	519.6878	830.6156	817.8322	610.1113	575.6983	503.1701	617.9184	445.4166	1787.5675	3541.5997	5157.3033	2615.3354	1129.2133	2249.4919	1706.6457	2423.674	3067.5622	1276.3501	936.2735	882.2066	2031.1534	940.8461	902.1264	578.9482	535.0333	269.7404	1003.0613	3091.7311	4973.7131	4928.8908	718.4405	923.7794	669.8465	344.2	1444.8389	368.8096	707.0988	1103.8337	1345.888	462.205	1047.4993	1695.3589	893.7065
PWY-6269	4176.1859	2412.4802	3505.6461	3471.1175	5576.1906	12352.4699	4144.8086	2959.4112	2836.4609	2345.0819	2579.6977	4182.8696	2939.7435	6009.135	6229.18	930.3971	5656.04	4917.4837	5631.5218	6789.8626	3726.6871	4690.1749	3345.8272	3165.2418	3385.7069	3150.7563	2979.0735	3317.1798	4205.3459	2493.4859	6713.4045	10909.6515	16131.3664	8270.8123	8475.9362	10447.3246	6047.0495	7562.9126	11104.2974	3868.2926	2354.6709	7016.6319	7233.2866	4708.0786	3349.2567	3885.5981	5679.7612	1241.5755	4900.0128	9795.5567	13540.1435	9260.4123	5833.4383	3267.8284	5879.2764	4062.598	4586.6183	2346.6201	4129.9782	5025.8689	5229.7958	3637.9151	4116.1041	8765.7992	5261.272
PWY-6277	15791.6641	10550.8889	13638.8433	12402.5615	13645.4355	32456.0877	13235.8978	10909.8593	13085.2755	14116.1301	13328.2735	17259.4151	10076.5875	15888.9285	16171.1909	5314.646	16850.5695	13473.7284	13959.1886	18836.0254	9871.0641	16719.703	17964.0073	13876.9908	19768.1189	13249.2381	14167.2605	13809.0427	16279.8468	10367.459	16192.3845	34525.5148	51838.4674	25793.7197	24533.8534	31237.5482	19967.428	25507.5577	30075.7049	15785.4403	12733.9631	25354.7488	17744.7538	14885.9669	13986.5098	16180.3899	17087.5933	6736.4779	17453.4479	21284.332	30455.3435	22937.6682	14749.418	11573.9739	19235.0361	14266.0694	15500.2082	10425.6958	15182.012	16452.3621	14671.0821	13943.601	16230.1218	23355.3968	15818.2585
PWY-6281	0.0314	0.0118	0.043	0.0306	0.0445	0.1086	0.067	0.0628	0.0735	0.0334	0.0203	0.0793	0.042	0.1197	0.0969	0.007	0.0116	0.0249	0.0329	0.0518	0.0318	0.0555	0.0015	0.0127	0.0212	0.0146	0.0306	0.0521	0.0547	0.0333	0.0531	0.0623	0.1745	0.0038	0.0028	0.0498	0.0796	0.1192	0.1211	0.0097	0.0024	0.0578	0.0264	0.0099	0.0161	0.0152	0.0	0.0041	0.0663	0.0972	0.4855	0.0269	0.0096	0.0479	0.0068	0.0334	0.0334	0.0153	0.0439	0.0188	0.0321	0.0685	0.0541	0.0594	0.0406
PWY-6282	13612.0201	8995.5539	10524.7239	11128.1345	13038.5146	26645.6822	10403.8885	7955.6385	11021.459	14077.4127	11787.9793	16538.7821	5852.5281	11096.0238	11747.714	1593.7331	15002.1149	11463.6031	11226.0655	19704.154	7611.5888	15251.0995	19436.7458	13915.5255	19120.0554	11014.1542	13941.3219	12011.6864	12042.3457	7783.5144	13968.5174	33381.0232	49078.3637	23266.1383	15777.1976	30995.2222	18296.3788	25530.2612	20692.7193	9231.3973	9268.0787	23306.8429	16143.8016	10374.763	12693.3375	12028.9637	16484.0632	6275.4858	13315.8566	18734.4368	25013.044	18863.4026	17240.9952	7144.4146	12631.4226	12451.6531	13280.9566	9222.409	11346.7506	15193.4098	12494.1515	11283.7495	14009.0589	23556.5303	14785.6103
