#OTU ID	S0203-T6	S0204-T6	S0407-T6	S0408-T6	S0713-T6	S0714-T6	S1019-T0	S1020-T0	S1121-T0	S1121-T6	S1122-T0	S1122-T6	S1223-T0	S1223-T6	S1224-T0	S1224-T6	S1325-T0	S1326-T0	S1427-T0	S1427-T6	S1428-T0	S1428-T6	S1529-T0	S1529-T6	S1530-T0	S1530-T6	S1631-T0	S1631-T6	S1632-T0	S1632-T6	S1-T0	S10-T0	S11-T0	S12-T0	S13-T0	S14-T0	S15-T0	S16-T0	S17-T0	S19-T0	S2-T0	S20-T0	S21-T0	S22-T0	S23-T0	S24-T0	S25-T0	S26-T0	S3-T0	S4-T0	S5-T0	S6-T0	S7-T0	S8-T0	S9-T0	S0509-T0	S0510-T0	S0611-T0	S0612-T0	S0713-T0	S0714-T0	S0815-T0	S0816-T0	S0917-T0	S0918-T0
1CMET2-PWY	13123.0092	7912.0861	11167.6845	9833.4356	10229.7379	23948.7188	10765.2586	8864.2113	11429.2742	12537.4806	11573.876	14539.3804	7971.9962	12143.1669	12920.1096	4590.1652	13241.2784	10991.5447	10557.2317	14079.1292	7875.9892	13761.6538	15789.0741	12122.9195	17037.5196	11042.2721	12405.0326	11769.1591	13675.381	8590.7563	12335.9505	28245.0566	41618.9965	19403.2201	21036.9705	25471.5872	17614.7983	20281.1973	21938.0074	13815.4612	10667.4439	21863.4428	15911.4553	10761.7399	11709.4019	13681.7137	14869.6597	5754.2989	15314.947	15808.5257	26627.9549	18536.5623	11895.5371	8433.0746	16963.6225	11489.5085	14370.4387	8891.7702	13313.5672	13183.2934	11844.6909	11514.0263	13875.6661	18683.6888	12619.5876
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	129.5661	39.8473	62.5542	57.0907	55.4702	132.4164	90.3799	39.4336	94.3184	188.1049	123.6868	135.955	17.1447	28.5076	25.4847	1.87	59.0358	42.256	91.9284	125.5114	56.9526	151.1396	74.7617	83.9947	123.2078	68.3767	82.0932	82.1361	101.4481	82.3042	38.0592	283.0784	232.5049	15.4299	46.7476	167.1975	84.603	152.8472	80.1772	3.2157	61.8035	143.8985	57.4584	191.0691	58.3535	30.0041	2.9269	53.9623	317.6877	153.8388	266.4174	156.8931	28.7672	10.77	57.2031	66.8463	14.2757	45.9167	40.9139	32.2942	31.461	35.6191	67.4834	77.537	101.6322
AEROBACTINSYN-PWY	1.3443	0.5083	0.1772	0.0169	0.0852	0.3784	1.1909	0.1551	1.4654	2.9997	0.5734	1.2072	0.1036	0.1973	0.0536	0.0039	0.6929	0.4383	0.515	0.5785	0.4149	1.2403	0.3642	0.5689	1.3673	0.5038	0.6121	0.5849	0.7851	0.8973	0.0294	1.3895	1.6544	0.0021	12.5434	0.7821	0.5272	0.8679	0.5465	0.0054	0.8852	41.4568	0.3127	134.8749	0.5962	0.3374	0.0	0.9086	0.4881	3.2683	2.4391	0.2158	0.3687	0.0265	1.0524	0.8897	0.0181	0.516	0.171	0.1432	0.1311	0.1586	0.4017	0.3453	1.0394
ALL-CHORISMATE-PWY	2498.2746	627.1195	1195.5057	1848.1846	1832.9166	2323.562	1464.3216	863.6529	1824.9282	1820.3946	1778.5371	2179.5093	428.524	901.7896	715.0837	63.267	1353.8023	1206.0379	1727.0119	2483.5359	1372.8011	2620.6287	1927.821	1977.3154	1666.0351	1017.4852	2157.3894	1907.1104	1378.4768	383.0842	1214.6695	3645.7245	5338.3057	1659.9735	196.4228	3188.7349	1256.7228	2010.261	1182.0161	304.5944	963.3983	3026.9032	1360.1574	1485.2942	1142.8496	522.9101	1263.9588	654.308	3017.809	1999.905	754.5814	1720.9851	1027.1343	409.9243	1323.4455	1789.0071	7.6482	259.0339	972.8833	1445.7411	1102.8023	1792.7376	1789.7877	2817.2015	2482.8525
ANAEROFRUCAT-PWY	14782.3288	9459.7	12375.2241	11368.3917	11620.0819	26734.7113	12348.8366	9858.0456	12290.0383	12746.2167	12396.2433	15365.6212	9677.886	14851.8853	14568.7012	5208.2245	15721.8963	12813.5293	11933.2754	13946.3468	8774.5263	14902.5466	16756.3266	13003.9661	18134.6542	12910.9575	12969.2217	12926.2237	15558.4433	9678.3322	14407.4431	30079.6464	45664.2285	23221.1938	22793.9833	30417.3125	16475.257	20241.536	26942.4336	15800.0319	12354.8217	20203.9693	13581.4528	13622.6945	13332.9583	14323.8915	15274.0305	6257.6699	16100.9575	18150.2576	24992.5881	22832.0048	12853.8402	11095.1596	18554.1305	11880.7054	11457.334	9449.3166	13091.5817	14094.9376	12123.2084	12718.1703	14903.5742	18555.8979	13831.3029
ANAGLYCOLYSIS-PWY	15412.2723	10496.5204	13412.4611	12535.0399	13229.5109	30922.7631	13678.7689	10883.6695	12911.1895	13599.8219	12907.8291	17030.3008	10137.9265	16206.7671	16061.0275	5405.6984	17200.3918	13791.0106	13556.7237	17856.9676	9820.5593	16529.0352	17985.3281	13737.1538	19020.6331	13513.0626	14185.2917	13785.1067	16432.4636	10283.4533	15769.5551	31836.001	52252.75	25515.3123	23595.806	31839.5704	19901.1756	25523.5783	28561.5942	16850.2197	12653.9713	23302.6887	17746.3779	14155.3292	13547.1565	15024.0512	16841.6743	6420.9754	17869.7654	20397.5049	31852.273	23548.6254	14103.5817	11389.3046	19314.1291	13778.3664	14927.8814	10191.1454	15042.2057	15617.6878	14011.1302	13876.4982	15402.0316	23153.3629	15616.0635
ARG+POLYAMINE-SYN	4268.636	2026.2979	2874.9501	2614.4897	2884.4295	6021.3524	3327.6311	2636.9663	3428.2859	3773.7509	3260.0929	4501.8058	2225.0696	3501.3566	3604.6471	1057.3969	3915.192	3417.2793	3330.1092	4707.0353	2242.8916	3888.0213	4819.4737	3716.3858	4890.3593	3228.0392	3595.5323	3491.7012	3627.4652	2271.8866	3958.6354	9100.2838	13239.8317	5556.4116	5965.3873	7626.9882	3937.6093	5992.8438	6928.702	3699.8749	2806.7007	5548.5516	4480.0875	3365.0197	3364.619	3437.8329	4256.3034	1885.4303	4499.0587	5440.3831	8009.2067	5612.0608	3957.4938	2553.0835	4882.2227	3238.0615	2670.4084	2508.8982	2976.3194	3302.8884	2724.064	3247.7719	4649.6493	5258.3781	3920.8805
ARGDEG-PWY	9.192	11.8537	6.9079	8.1049	15.2658	31.1682	32.3087	0.0708	16.5239	13.1636	9.4286	65.7828	0.0473	0.1348	19.8127	2.1626	25.0559	14.8995	20.0733	41.1874	22.4465	11.149	2.8659	18.921	23.9771	5.7328	11.7714	47.0207	41.3176	27.5015	39.9808	58.6246	132.8745	0.0043	53.4633	58.4573	11.191	38.953	16.209	0.0075	0.0027	382.8629	21.2452	406.2384	15.8862	13.0774	0.0	6.4198	820.451	36.3601	84.2268	347.3742	10.6554	0.054	8.4396	19.7593	0.0377	0.0172	0.0494	12.5946	10.0641	0.0772	0.061	9.2552	11.8069
ARGORNPROST-PWY	3620.9756	2103.4336	2669.8812	2309.2488	2900.7435	5967.1625	3330.8384	2516.9976	2565.138	3471.8517	3181.8777	3425.2786	2636.1114	3509.1634	3637.9469	1202.9571	2857.0684	2885.1609	2775.8927	3184.4381	2023.2185	3570.0015	3464.8873	2589.6785	4092.7531	2689.0911	2775.2422	3245.7464	3032.9986	2203.0808	3289.0673	6833.3073	10654.0717	4580.2085	4312.2068	5755.5757	2972.3934	4178.625	6561.541	3243.4441	3376.7369	3840.2782	2693.7926	3572.3488	2391.4278	3726.4918	2038.1729	1659.9786	3171.2606	4442.5587	6102.7128	4036.3247	2847.4792	3326.3815	3498.5612	2597.6634	1958.2042	1694.9675	2700.4263	2149.3603	2129.2051	2367.2556	2962.5135	3581.478	3051.2078
ARGSYN-PWY	7072.2451	3336.7083	4955.8257	4607.3776	5097.7691	10562.4054	5525.3026	4145.2719	5926.794	6944.387	6189.1836	8158.7738	3168.5777	5423.887	5826.4164	1795.6285	6190.8989	5503.2192	5824.7232	7760.8493	3635.2932	7207.2714	9010.9208	7316.8811	9717.0835	5607.236	6789.3502	6283.8504	5798.1988	3886.4117	6722.6459	15380.6126	24262.1399	8184.9379	7952.0004	14450.4017	7603.6251	12304.1006	10791.8681	5602.0919	4352.7789	13984.5683	7418.6568	5619.1297	4916.6349	5077.4215	8168.705	3047.181	6826.5146	9240.5097	14218.1366	10255.6981	7250.9085	5609.727	7439.7885	6170.4554	5367.5285	4193.2179	4348.6921	5282.6472	4269.124	5515.617	7881.829	11197.3915	7485.1228
ARGSYNBSUB-PWY	6935.5854	3282.3887	4803.8847	4324.6292	4689.3695	9292.522	5213.721	3889.7426	5982.6471	7323.3018	6384.9808	8356.0771	2731.5159	4839.7115	5107.1976	1502.901	5826.6218	4865.1674	5830.4947	8065.2097	3385.8551	7454.2	8543.7283	7520.2152	10197.4857	5324.6963	7237.6713	6532.4158	5631.9032	3861.4409	6526.5163	14915.7041	25667.4816	7359.7542	6023.7829	14898.6063	7592.9556	13151.4703	10168.1252	4552.6052	4464.7783	15202.2465	7578.088	5133.3393	4366.011	4475.6193	8485.2144	3114.1857	6380.3621	9180.7354	14026.5581	10476.0168	7254.8673	5354.968	6552.9822	6222.0785	5007.3925	4181.7096	3838.4286	4712.6371	3486.0097	5317.9096	7444.8678	11769.004	7539.6488
ARO-PWY	14590.9448	9765.9907	12375.0381	11071.387	12063.882	27974.9533	12115.4596	10036.0963	12479.4583	13317.3477	12384.3259	16061.0339	9146.8913	14025.2107	14372.6968	4986.6897	15383.901	12492.4438	12480.2067	16294.6019	8850.4719	14934.5084	17141.1872	13133.2048	18449.1838	12265.8425	12893.0231	12399.5194	14624.6089	9129.9457	14333.4238	32040.1045	46317.5889	21728.2538	23308.2766	27864.639	17446.2698	22998.887	25765.1499	15422.2801	11251.9146	23143.2171	15613.5111	12639.8822	12743.1705	14480.4028	16472.3323	6249.2423	16176.0697	18802.7424	28027.9525	19956.4898	12954.7393	9454.8041	18423.6036	13087.6889	13895.7991	9781.3566	13588.2108	15073.0203	12861.155	12611.5042	15560.1041	21689.3131	14423.042
ASPASN-PWY	9506.0224	7545.7143	9117.6158	8772.0371	9602.0535	21875.3349	8236.0856	6457.1381	7897.7862	8861.9095	7860.8663	11175.8656	5399.4486	9978.293	10792.7999	2296.3526	11502.1984	8812.5601	9323.6437	14737.0808	6468.9257	10901.8931	11940.9203	9731.3298	13163.7032	8552.4773	8848.8512	7661.7991	9569.9426	5910.1421	10871.9301	24302.0743	36805.8596	18190.3497	14685.0204	22212.5349	15752.0757	20519.1758	17517.4354	9954.271	6275.8292	19309.75	14513.5265	8438.9946	8225.4372	10581.5645	12771.6393	3899.7102	12224.9122	14474.4945	23705.1625	15066.5494	10638.5846	6370.6666	11507.658	10674.6272	13293.0586	7264.3347	11057.5057	12249.8016	11050.1372	9251.3381	10536.8527	18434.6776	11701.0989
AST-PWY	18.7226	6.5897	2.3717	0.1124	2.8186	4.1581	15.5554	1.9587	19.2575	37.7185	8.4923	20.8362	1.2841	0.8478	2.2988	0.0252	9.3329	6.2454	10.1508	9.2866	6.7975	17.7215	5.167	8.1257	16.6357	6.6809	8.7213	10.4883	11.8041	11.1237	0.1937	18.7109	22.1077	0.0226	16.8869	16.0802	6.8047	11.1939	2.4369	0.0358	11.5036	179.0709	4.2526	169.2191	7.9011	4.3284	0.0	11.6579	182.7004	18.0339	28.446	208.5109	4.4826	0.1701	13.9445	11.846	0.0834	6.2799	2.2787	2.0414	1.82	2.0776	5.4559	4.8342	14.2793
BENZCOA-PWY	0.0001	0.0	0.0001	0.0001	0.0002	0.0004	0.0002	0.0002	0.0003	0.0001	0.0001	0.0003	0.0001	0.0004	0.0003	0.0	0.0	0.0001	0.0001	0.0002	0.0001	0.0002	0.0	0.0	0.0001	0.0001	0.0001	0.0002	0.0002	0.0001	0.0002	0.0002	0.0006	0.0	0.0	0.0002	0.0003	0.0004	0.0004	0.0	0.0	0.0002	0.0001	0.0	0.0001	0.0001	0.0	0.0	0.0002	0.0003	0.0017	0.0001	0.0	0.0002	0.0	0.0001	0.0001	0.0001	0.0002	0.0001	0.0001	0.0002	0.0002	0.0002	0.0001
BIOTIN-BIOSYNTHESIS-PWY	7287.0206	3350.7316	6033.1169	5377.6777	6232.4936	13911.2928	3934.7528	3529.7427	6257.5116	7746.4694	6667.1479	8687.356	2387.7077	4652.5891	4364.4195	989.8342	5520.7435	3619.9871	7043.3397	11524.1124	4280.2819	9861.5343	10602.7683	7326.977	10291.3021	4963.2697	8253.7199	6904.6262	7363.6959	4687.7716	7772.5913	16648.9201	25679.9012	8178.7772	2490.3956	15905.8037	8616.6477	13107.1291	9575.17	987.4401	4751.4748	16598.844	7356.8783	4656.0246	5022.2129	4098.7886	10633.0971	3081.3467	5766.5353	9943.9785	9617.531	3755.7454	8890.8541	2942.5518	4282.5305	8171.4561	5635.8438	5266.8059	5023.9603	8965.469	7309.6849	6215.8056	6924.9189	15116.7375	9061.7197
BRANCHED-CHAIN-AA-SYN-PWY	11804.3642	6097.6768	9082.2775	7992.5516	8832.7006	20269.3136	10432.5672	7908.3574	10146.6225	11497.08	10310.1858	13612.4742	6460.3405	10467.9007	11304.5618	3848.3655	10818.5733	10221.5542	9477.3294	12474.8213	7049.1049	11869.2322	14552.3194	11494.1807	15405.7108	9819.3814	11197.4313	10583.5765	10855.0228	7202.4571	10741.2316	25912.4257	37660.0703	14690.0086	17504.4616	22718.0472	12562.453	18902.7597	18827.48	12588.7701	9005.6717	19725.5346	11845.0845	8819.6145	9518.2166	10261.2644	13607.7916	5332.4202	12210.1951	14977.792	24431.2987	16106.9627	9938.479	7999.3375	13944.6271	10168.2323	9226.2964	7031.3817	9019.8529	10074.7611	8288.1359	9437.1868	13035.2819	17783.49	11709.9489
CALVIN-PWY	16304.5793	11203.7078	14429.1147	13695.7433	14574.3907	34807.4096	14124.2839	11375.5838	13406.4713	14585.4621	13758.3069	17909.7234	10198.1462	16894.6056	17201.6608	5099.2423	18475.3604	14484.9458	15179.0864	20762.2722	10623.1416	17766.4182	19236.4612	14966.3041	20679.7751	14128.5342	14876.2197	14213.833	17311.5951	10812.4402	17573.6338	36490.6528	56114.5787	27818.2106	24047.3566	35165.2094	21612.9744	27698.4001	30839.0868	16813.2	13080.2497	26336.6089	19837.8058	14689.0151	14266.0719	15802.2453	17715.0814	6813.6594	18373.3056	23007.8208	33861.472	26053.7571	16387.1795	11599.7756	18969.0394	15032.425	16652.1393	10917.238	16185.2004	17341.1187	15691.2614	14353.4737	16474.5748	25410.271	17094.8811
CATECHOL-ORTHO-CLEAVAGE-PWY	218.5341	99.9892	121.2308	11.7204	90.6443	209.4715	119.2882	32.0737	136.867	455.8609	275.0671	187.1965	21.3545	46.1	36.0727	2.6301	72.952	45.6551	114.1732	112.4035	79.4857	216.1061	162.9294	257.0141	415.1413	145.3038	145.1372	152.7113	191.0907	142.9748	19.755	267.1989	612.3551	6.6372	127.0582	87.8087	71.3018	167.3832	55.6348	3.579	71.0528	93.3797	36.0967	25.6606	53.0523	33.543	0.0	75.2852	84.7641	253.9967	404.7851	151.7802	34.1591	17.6621	78.6908	93.7612	12.1904	44.6806	70.725	86.6526	20.5802	51.5524	188.9533	134.41	94.7923
CENTBENZCOA-PWY	1.5441	0.579	2.5739	7.1034	5.2595	8.819	3.2945	3.3642	3.6139	2.1429	0.9983	4.1315	2.0632	6.2981	4.7653	0.5684	0.5723	2.0238	4.7436	3.5953	1.5641	2.7287	0.352	0.6255	1.0449	0.7188	2.521	3.5543	3.0565	2.2684	5.9919	3.0616	11.9187	0.1864	0.1397	2.4492	3.9134	5.8634	5.9567	0.4792	0.1198	3.7933	2.561	0.4858	0.7921	0.7454	0.0	0.1997	3.2611	5.7833	24.4281	1.3244	0.4726	2.356	0.3327	1.6439	1.6439	0.7521	2.1563	0.925	2.3385	3.3677	2.6623	2.9218	1.9966
CENTFERM-PWY	2086.1316	912.1204	1336.0776	1907.1224	1796.241	3022.6205	1655.472	1137.2688	1505.2865	1455.4345	1674.4103	2220.7656	673.8705	1604.6446	1493.9853	189.7007	1399.108	1329.8114	2041.6001	2794.1367	1433.2256	2482.6937	1630.803	1521.8218	1963.3511	1310.9538	1606.6247	1605.3736	1633.1853	1047.4711	1574.816	3537.1894	5279.2905	1468.3637	666.5218	2642.915	1828.7022	2484.2635	1915.2571	716.1288	828.4091	1740.5958	1413.2347	1236.5253	955.7322	772.8021	769.7263	387.2384	2196.6231	2274.0493	3769.9192	1312.0518	1682.6264	561.4042	1164.9643	1528.8329	667.4509	792.663	1382.6812	1646.1854	1461.1357	1647.5832	1566.6393	3230.3691	2497.9797
CHLOROPHYLL-SYN	3.1894	1.2032	0.7228	0.2391	0.5004	1.4894	3.3291	0.795	4.0363	6.441	1.4797	3.5627	0.5303	2.4887	4.7862	0.055	1.5336	1.1723	1.4355	41.1815	1.2487	3.3225	0.4002	1.3395	2.824	1.2437	1.6723	1.8099	2.3828	2.3589	0.4146	3.7074	22.6463	187.7038	14.106	12.3659	1.8368	2.9407	1.3022	0.0762	0.7016	0.4517	0.9408	0.0772	1.4544	0.9038	0.0	1.0719	281.6754	3.7622	9.2672	16.5348	0.8928	0.6198	1.6287	2.3038	0.2613	1.2817	0.7125	0.4787	0.5364	5.6547	1.3524	2.3561	2.7087
COA-PWY	15498.4941	10650.0658	13352.4797	12193.0313	12838.5579	31216.3758	13046.422	10666.2465	12818.8682	13689.5089	12841.9974	16567.6089	9901.9378	15511.8881	15867.4077	5158.7416	17028.1232	13528.8514	13270.1805	17978.5405	9623.6464	16391.4623	18061.6113	13862.4379	19503.4347	13492.7962	13934.4827	13326.6328	16085.4106	10057.079	15506.4406	33258.2771	50180.4185	25572.0702	24388.9678	30657.0673	20377.3426	25294.5265	28375.6364	16044.8317	12485.3509	25069.9432	17622.8007	13735.6883	13816.2306	16034.6849	17307.0299	6562.1904	17662.3333	19881.7115	29451.0117	23030.7166	14660.5831	11064.5296	19255.9944	14357.5699	16057.7164	10668.5965	15624.4594	16581.5337	14770.4295	13979.9501	16130.0143	23509.7798	15791.0202
COBALSYN-PWY	4257.5583	2455.9734	3597.8649	3622.1537	5798.1276	12662.0196	4191.8845	3015.9671	2865.7963	2362.2949	2629.0717	4250.0708	3030.7956	6211.8308	6362.3184	939.0331	5814.6545	5030.8723	5739.9018	6943.4448	3793.9037	4771.0502	3463.2143	3250.7896	3473.0148	3210.8873	3026.9745	3371.3642	4311.1447	2550.8764	6874.0711	11131.9138	16520.9657	8515.0043	8717.8427	10726.582	6178.0784	7773.5175	11334.8586	4068.1342	2442.4477	7136.3748	7390.3355	4845.7285	3521.5515	3945.716	5775.9787	1279.0622	4967.2044	10020.2723	13714.7583	9634.5236	6054.2548	3371.0772	5988.8992	4142.183	4647.7969	2402.518	4207.5596	5188.5064	5341.6305	3747.4386	4188.7371	8941.2363	5359.8742
CODH-PWY	1157.5023	1072.2771	853.107	1064.9406	1387.9174	5971.3563	1445.9086	1140.3124	1025.0885	693.467	954.516	1812.1305	1858.1686	2339.1939	2383.7553	649.447	1950.3005	1687.9672	887.1426	1637.6064	879.5272	1343.1992	717.2523	746.8145	895.5017	1086.3734	733.3351	819.531	794.7868	757.7984	1851.7412	3649.733	5175.1993	4926.653	1086.6317	2034.5572	2106.4866	2375.8745	3300.2827	1337.9526	491.537	2943.1133	2941.2088	748.4531	1231.5314	1225.0697	678.0788	323.4079	1681.3539	2615.8992	6911.8264	1855.5984	1157.2505	479.7415	901.4706	473.1355	2418.3073	504.2317	1886.582	1157.8488	1667.8008	692.007	842.2389	1909.8169	1293.5582
COLANSYN-PWY	7589.6939	6662.4261	7087.3053	7187.855	8652.7106	19596.5421	7082.9483	5913.7299	5833.8229	6605.502	6033.726	8864.1824	4957.1327	8847.9884	9158.8332	1351.3648	10174.7102	7508.3441	8410.5469	11716.0493	5659.6728	8617.3608	7135.5912	6310.5425	9431.5039	6700.5795	6390.491	5934.6518	8423.0415	4921.3184	9137.7	18715.9902	29553.1017	15440.5177	12668.0877	17420.4383	13141.5685	15743.4816	17081.1128	7275.6975	5630.274	11389.6062	11675.9834	8041.6927	6695.9029	9059.4826	8163.2859	2506.2227	10444.5965	12755.3323	18588.2301	14780.9077	7683.8958	5379.5753	8470.5549	8242.3905	10379.0402	5863.8794	9905.5676	10283.3718	9620.9116	7859.3874	7606.4226	14197.0015	9004.6696
COMPLETE-ARO-PWY	14959.354	9991.8929	12675.9998	11314.182	12389.9393	28700.8877	12442.466	10293.1269	12792.703	13671.0341	12698.7486	16485.4043	9387.4975	14426.5071	14822.784	5090.3942	15793.9061	12876.5001	12853.9549	16769.0985	9094.8028	15326.6073	17766.7756	13555.9516	19032.7125	12640.6551	13255.2376	12700.8748	14981.6758	9359.6174	14758.9856	32947.6198	47511.5579	22504.3072	23751.2235	28687.5269	17965.5279	23661.4245	26414.5798	15892.5406	11533.0534	24154.9805	16207.7426	12923.1711	13014.9996	14832.2181	16902.4393	6420.7322	16651.5489	19347.3877	29054.582	20545.3212	13458.2099	9710.0932	18744.1215	13442.7412	14398.3287	10037.8591	13990.3921	15499.2778	13258.4656	12917.2696	15931.4111	22437.4968	14903.5897
CRNFORCAT-PWY	223.7094	121.0619	200.5575	0.4195	161.9755	340.4488	3.2506	1.101	3.8816	397.7912	389.9991	113.9734	0.7354	1.6934	2.9733	0.0965	1.5475	1.156	124.8835	86.9098	77.2376	196.0423	251.1551	367.5856	536.9821	198.0597	157.1938	133.9377	239.7176	132.063	0.7276	287.4879	909.7224	0.146	243.0194	12.114	2.0654	146.1475	1.9417	0.1336	1.8156	22.8692	0.963	0.1355	1.4083	0.8752	0.0	1.8812	1.8165	259.727	153.9367	35.1842	0.867	0.6568	2.2097	2.2171	0.4582	1.2331	103.429	146.4994	0.6668	67.4225	282.7607	198.1749	2.6077
DAPLYSINESYN-PWY	10256.571	5809.2721	8632.6457	7488.8023	7177.4833	16123.4753	8628.3225	6702.0257	8812.1616	10446.4765	9386.9849	12014.3122	5536.7942	8417.7528	8562.247	2712.9163	9994.6302	8117.0057	8242.7259	11733.9712	6035.4935	10975.5656	13819.2987	10652.5339	14076.8333	8791.4266	10069.1821	9138.2115	10070.5289	6503.2686	9246.7943	22747.9881	34228.9112	13804.5201	15018.5942	21346.0594	11120.7178	17694.5716	15530.2585	10357.7075	8228.0891	19321.3045	10711.7319	7563.5924	8059.3478	9322.4708	12447.183	4672.7552	10794.4828	12167.774	19485.4193	13858.8492	9402.8609	7260.9862	11435.1957	9396.7456	8729.044	6664.0884	8213.968	9336.2001	7342.3617	8363.8765	11057.4423	16416.1668	10421.4425
DENITRIFICATION-PWY	2185.7104	871.9226	1547.7301	1410.6556	1603.6578	3517.3778	1185.351	1074.0674	2480.5148	3602.3348	2595.158	3453.1567	312.4936	795.774	1018.2959	163.4018	1685.1793	1173.2368	1498.7212	4024.8436	1059.3924	3368.4211	2164.6094	3056.7055	4600.0428	1419.6517	3580.2559	2703.9594	2110.7442	1513.4152	1885.5716	5043.6862	10993.7716	2974.2387	1948.3455	5685.7444	2677.1723	6314.5484	2563.3564	884.7863	1860.0383	9178.0713	2595.8847	622.2719	1442.6738	923.5751	4488.1263	1550.7381	1307.408	2561.5417	4668.4851	2688.0684	2513.5537	994.0675	964.2921	3131.5259	2248.0586	1763.6562	797.6766	1843.8657	1236.1879	2039.8815	2389.2905	5625.8272	3355.2894
DENOVOPURINE2-PWY	14344.9656	8600.5052	11913.7519	10585.3112	11489.1246	26443.5587	11420.976	9383.3308	12218.5183	13569.6645	12429.9837	15937.8311	8293.0564	12764.9136	13336.8522	4752.1243	14158.1522	11502.9044	11741.354	16345.5711	8325.0952	15182.2939	17456.7231	13346.1373	18677.3855	12080.8313	13225.9734	12525.0541	14610.8606	9205.5284	13650.0889	30451.0465	45258.3841	20605.5164	21327.0247	27042.6635	16311.3185	22571.4877	23685.7661	13814.2645	11295.6827	23316.3058	13945.2513	12097.6616	12545.6818	13037.9355	15842.344	6316.2189	14708.9306	17350.6808	25493.2021	19922.588	12600.9198	10497.2483	16685.4218	12856.9742	12573.4481	9488.3887	11988.9923	14395.2095	11977.2001	12621.9845	15355.6073	21227.141	14400.7759
DHGLUCONATE-PYR-CAT-PWY	3.2611	0.7046	0.2141	0.0002	2.9493	0.3541	1.6237	0.1678	2.0038	4.1322	0.9958	4.5737	0.1117	0.0378	0.0006	0.0	0.9649	0.5671	8.113	0.7716	0.8843	1.9235	0.5114	0.815	1.7827	0.6959	0.9049	2.11	2.0632	1.2327	0.0003	1.9052	2.1831	0.0	0.0	1.0591	0.6783	1.1238	0.1958	0.0001	1.2415	0.0004	0.418	0.0001	0.8256	0.4636	0.0	1.2779	0.6337	1.7168	3.0345	0.2796	0.5095	0.0003	1.4741	1.2248	0.0002	0.713	0.2048	0.1861	0.1583	0.1678	0.5205	0.4376	1.432
DTDPRHAMSYN-PWY	12373.9266	8576.0522	10223.4246	10002.4954	11124.9355	24832.6319	10429.6868	8413.2758	10901.2972	11633.891	10489.6647	13983.2442	7907.9473	12446.7734	11884.9734	4037.8041	13694.2608	10386.3116	11478.597	15423.7415	8128.3	13883.0946	11623.4816	10254.8389	15168.2025	9880.5169	12100.8423	11463.6295	13914.6594	8427.5707	13041.2653	26527.5797	42251.5604	22059.8475	17436.5781	25978.8954	16342.5485	20897.5566	23891.2168	12139.2044	10474.3351	20964.8308	14872.8707	11348.1941	10896.688	12370.6103	14343.4299	5114.1502	13953.7146	17297.0358	24065.324	18941.8217	10679.2393	8205.527	15560.0901	11223.0103	12076.5657	8538.5684	12090.4461	12837.7642	11607.7094	10941.3726	11863.8123	19096.1083	12377.7508
ECASYN-PWY	563.1303	237.918	307.6004	304.6779	120.7423	334.3353	147.3693	186.129	211.9144	434.8075	600.8301	355.6442	93.2797	162.2037	200.2871	40.3517	248.2728	168.7358	175.3861	253.7371	132.4528	268.1478	1736.1418	662.2114	862.7784	488.5894	340.032	230.9448	240.4287	175.7036	287.1364	938.5869	681.9213	224.0112	32.7191	439.8989	362.6682	278.8262	55.1361	45.6632	55.3506	361.4241	226.7471	434.4519	134.0382	253.8961	182.855	81.9461	604.405	180.1144	200.7171	227.2883	884.6537	34.0989	107.4554	260.5493	153.7144	269.5484	336.1656	608.3362	326.5157	221.412	561.6896	321.0837	243.4496
ENTBACSYN-PWY	2700.7451	1419.1277	1464.4468	1006.8107	1640.4302	1503.2281	2354.3291	2106.6276	1646.3627	2803.5595	2463.6948	2039.8818	1612.3779	1321.3011	2272.0339	728.6893	1462.2293	1624.8038	1175.8945	1088.9253	1255.5811	1375.2756	3469.6868	2453.1847	3943.6042	2314.558	2047.334	1942.9586	1158.3462	1453.5102	724.9636	6187.7951	6673.166	1740.3975	4542.4361	3993.8334	1141.2039	2202.8463	5339.6546	3434.7669	4456.4632	3647.4565	2339.7957	3128.9397	1277.2959	4134.3672	2300.1988	1802.7078	2572.8909	2079.0027	4252.2832	4169.9722	369.4775	3180.981	2578.0906	2463.1647	911.2905	1257.2884	2019.4098	1059.569	383.5236	1285.1654	2389.3812	1425.0075	1384.2697
FAO-PWY	1777.2674	512.1661	752.1912	1283.1696	1191.221	1578.9804	1034.427	646.9872	1102.7427	1474.0318	1833.4467	1559.64	346.3722	885.8794	807.2567	100.7782	755.9733	752.9879	1183.892	1676.2539	886.3593	1899.1548	2092.8818	1417.3513	1529.2428	841.7869	1274.65	1276.8671	942.4503	625.8776	866.6866	2086.8603	3009.0246	686.8566	330.2789	1511.6153	929.4338	1389.7531	930.9979	366.4974	496.3058	971.6577	692.624	656.0217	549.2657	367.4762	391.0836	344.4612	1447.0424	1316.7519	2128.4828	749.2369	986.4884	303.4396	603.5591	921.7427	280.2289	411.5333	718.9928	942.998	763.4346	1087.4267	1183.4232	2097.512	1762.4409
